"";"disp_id";"district_id";"account_id";"client_id";"type.x";"gender";"age";"loan_id";"date";"amount";"duration";"payments";"status";"current_time";"name";"region";"no..of.inhabitants";"no..of.municipalities.with.inhabitants...499";"no..of.municipalities.with.inhabitants.500.1999";"no..of.municipalities.with.inhabitants.2000.9999";"no..of.municipalities.with.inhabitants..10000";"no..of.cities";"ratio.of.urban.inhabitants";"average.salary";"unemploymant.rate..95";"unemploymant.rate..96";"no..of.enterpreneurs.per.1000.inhabitants";"no..of.commited.crimes..95";"no..of.commited.crimes..96";"card_id";"type.y";"issued";"weeks"
"343";11670;54;9731;11978;"OWNER";"0";27;6985;1995-11-22;113796;36;3161;1;158,863095238095;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;"100.0";9897;"1.60";"1.96";140;18721;18696;NA;NA;NA;NA
"344";11671;54;9731;11979;"DISPONENT";"1";21;6985;1995-11-22;113796;36;3161;1;158,863095238095;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;"100.0";9897;"1.60";"1.96";140;18721;18696;NA;NA;NA;NA
"345";11695;74;9750;12003;"OWNER";"0";22;6986;1995-02-11;151728;48;3161;-1;199,434523809524;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;"100.0";10673;"4.75";"5.44";100;18782;18347;NA;NA;NA;NA
"346";11742;52;9790;12050;"OWNER";"0";55;6992;1996-07-27;133968;48;2791;1;123,434523809524;"Usti nad Orlici";"east Bohemia";139012;59;41;8;3;10;"61.9";8363;"2.52";"3.49";108;2564;2799;1134;"classic";1996-05-31;131,577380952381
"347";11743;52;9790;12051;"DISPONENT";"1";62;6992;1996-07-27;133968;48;2791;1;123,434523809524;"Usti nad Orlici";"east Bohemia";139012;59;41;8;3;10;"61.9";8363;"2.52";"3.49";108;2564;2799;NA;NA;NA;NA
"348";11771;64;9814;12079;"OWNER";"1";26;6995;1996-09-26;96168;12;8014;1;114,720238095238;"Zlin";"south Moravia";197099;29;41;10;2;10;"74.7";9624;"1.60";"2.31";145;4484;4265;NA;NA;NA;NA
"349";11787;47;9828;12095;"OWNER";"0";60;6996;1995-04-13;126600;24;5275;1;190,72619047619;"Pardubice";"east Bohemia";162580;83;26;5;1;6;"72.8";9538;"1.51";"1.81";111;6079;5410;NA;NA;NA;NA
"350";11794;21;9833;12102;"OWNER";"1";30;6998;1994-05-21;97632;12;8136;1;237,440476190476;"Tabor";"south Bohemia";103347;87;16;7;1;7;"67.0";9104;"1.51";"2.07";123;2299;2354;NA;NA;NA;NA
"351";11836;2;9869;12144;"OWNER";"0";18;7004;1995-03-15;331560;60;5526;1;194,863095238095;"Benesov";"central Bohemia";88884;80;26;6;2;5;"46.7";8507;"1.67";"1.85";132;2159;2674;NA;NA;NA;NA
"352";11837;2;9869;12145;"DISPONENT";"1";16;7004;1995-03-15;331560;60;5526;1;194,863095238095;"Benesov";"central Bohemia";88884;80;26;6;2;5;"46.7";8507;"1.67";"1.85";132;2159;2674;NA;NA;NA;NA
"353";11873;1;9897;12181;"OWNER";"0";37;7008;1995-09-22;36168;12;3014;1;167,583333333333;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"354";11912;60;9928;12220;"OWNER";"1";27;7013;1996-08-02;89340;60;1489;1;122,577380952381;"Prostejov";"south Moravia";110643;49;41;4;1;4;"51.9";8441;"3.45";"4.48";115;1879;2252;NA;NA;NA;NA
"355";11913;60;9928;12221;"DISPONENT";"0";28;7013;1996-08-02;89340;60;1489;1;122,577380952381;"Prostejov";"south Moravia";110643;49;41;4;1;4;"51.9";8441;"3.45";"4.48";115;1879;2252;NA;NA;NA;NA
"356";11995;24;10001;12303;"OWNER";"1";25;7034;1996-07-11;19044;36;529;1;125,720238095238;"Karlovy Vary";"west Bohemia";122603;25;21;6;2;8;"80.0";8991;"1.39";"2.01";128;5198;5273;NA;NA;NA;NA
"357";12017;8;10019;12325;"OWNER";"0";34;7036;1996-09-25;194940;36;5415;1;114,863095238095;"Mlada Boleslav";"central Bohemia";112065;95;19;7;1;8;"69.4";11277;"1.25";"1.44";127;5179;4987;NA;NA;NA;NA
"358";12088;62;10079;12396;"OWNER";"1";29;7055;1994-04-06;167100;60;2785;1;243,869047619048;"Uherske Hradiste";"south Moravia";145688;22;41;13;2;5;"40.7";8544;"1.29";"1.86";109;2719;2906;NA;NA;NA;NA
"359";12089;62;10079;12397;"DISPONENT";"0";25;7055;1994-04-06;167100;60;2785;1;243,869047619048;"Uherske Hradiste";"south Moravia";145688;22;41;13;2;5;"40.7";8544;"1.29";"1.86";109;2719;2906;NA;NA;NA;NA
"360";12108;1;10093;12416;"OWNER";"0";25;7057;1995-10-20;231696;36;6436;1;163,577380952381;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"361";12109;1;10093;12417;"DISPONENT";"1";25;7057;1995-10-20;231696;36;6436;1;163,577380952381;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"362";12124;55;10105;12432;"OWNER";"0";34;7061;1994-08-27;121896;24;5079;1;223,440476190476;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;"33.9";8743;"1.88";"2.43";111;3659;3894;NA;NA;NA;NA
"363";12156;39;10131;12464;"OWNER";"0";39;7066;1994-05-02;215388;36;5983;-1;240,154761904762;"Most";"north Bohemia";119895;17;4;3;2;4;"89.9";10446;"7.34";"9.40";90;4947;4743;NA;NA;NA;NA
"364";12317;54;10266;12625;"OWNER";"0";40;7097;1993-12-23;75624;24;3151;-1;258,720238095238;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;"100.0";9897;"1.60";"1.96";140;18721;18696;NA;NA;NA;NA
"365";12354;14;10297;12662;"OWNER";"0";45;7101;1996-11-18;421008;48;8771;1;107,142857142857;"Ceske Budejovice";"south Bohemia";177686;69;27;10;1;9;"74.8";10045;"1.42";"1.71";135;6604;6295;NA;NA;NA;NA
"366";12387;68;10320;12695;"OWNER";"0";20;7104;1993-12-13;259740;60;4329;1;260,14880952381;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;"57.2";9893;"4.09";"4.72";96;5623;5887;NA;NA;NA;NA
"367";12446;55;10364;12754;"OWNER";"0";38;7121;1993-11-10;21924;36;609;1;264,863095238095;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;"33.9";8743;"1.88";"2.43";111;3659;3894;NA;NA;NA;NA
"368";12447;55;10364;12755;"DISPONENT";"1";39;7121;1993-11-10;21924;36;609;1;264,863095238095;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;"33.9";8743;"1.88";"2.43";111;3659;3894;NA;NA;NA;NA
"369";12502;39;10411;12810;"OWNER";"0";34;7130;1996-12-11;123408;24;5142;1;103,857142857143;"Most";"north Bohemia";119895;17;4;3;2;4;"89.9";10446;"7.34";"9.40";90;4947;4743;1176;"gold";1996-07-03;126,863095238095
"370";12532;60;10436;12840;"OWNER";"0";59;7136;1996-09-28;54396;36;1511;1;114,434523809524;"Prostejov";"south Moravia";110643;49;41;4;1;4;"51.9";8441;"3.45";"4.48";115;1879;2252;NA;NA;NA;NA
"371";12535;66;10439;12843;"OWNER";"0";46;7137;1994-06-03;151560;24;6315;1;235,583333333333;"Zdar nad Sazavou";"south Moravia";125832;151;41;2;3;5;"48.3";8512;"3.51";"4.12";102;2247;2103;NA;NA;NA;NA
"372";12536;45;10440;12844;"OWNER";"0";52;7138;1995-07-03;60000;60;1000;1;179,154761904762;"Jicin";"east Bohemia";77917;85;19;6;1;5;"53.5";8390;"2.28";"2.89";132;2080;2122;NA;NA;NA;NA
"373";12551;1;10451;12859;"OWNER";"1";23;7142;1994-12-19;482940;60;8049;-1;207,14880952381;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"374";12635;55;10520;12943;"OWNER";"0";28;7154;1996-12-05;417600;60;6960;1;104,714285714286;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;"33.9";8743;"1.88";"2.43";111;3659;3894;1187;"gold";1996-07-17;124,863095238095
"375";12763;41;10630;13071;"OWNER";"0";43;7166;1995-06-24;198240;24;8260;1;180,440476190476;"Usti nad Labem";"north Bohemia";118650;8;8;5;1;3;"85.6";9832;"3.32";"4.48";114;6445;5471;NA;NA;NA;NA
"376";12805;11;10663;13113;"OWNER";"0";22;7176;1995-10-28;260028;36;7223;1;162,434523809524;"Praha - zapad";"central Bohemia";75637;35;36;9;0;7;"36.5";9622;"0.45";"0.59";154;3475;3529;NA;NA;NA;NA
"377";12882;71;10728;13190;"OWNER";"0";42;7189;1996-03-21;154656;48;3222;1;141,720238095238;"Novy Jicin";"north Moravia";161227;5;35;11;4;10;"69.7";8678;"5.93";"5.57";102;4980;4595;NA;NA;NA;NA
"378";12893;31;10738;13201;"OWNER";"0";61;7192;1994-12-21;115992;36;3222;1;206,863095238095;"Tachov";"west Bohemia";51313;34;12;3;1;4;"59.2";8930;"3.52";"4.20";108;1328;1452;NA;NA;NA;NA
"379";12923;1;10762;13231;"OWNER";"0";39;7194;1996-09-17;68832;36;1912;1;116,005952380952;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"380";12952;72;10788;13260;"OWNER";"1";22;7198;1994-08-23;45768;12;3814;1;224,011904761905;"Olomouc";"north Moravia";226122;32;50;7;4;4;"62.6";8994;"3.80";"4.79";110;9672;9208;NA;NA;NA;NA
"381";13072;65;10884;13380;"OWNER";"0";56;7213;1996-02-13;113544;36;3154;1;147,005952380952;"Znojmo";"south Moravia";114200;101;41;4;1;4;"43.7";8403;"5.74";"5.72";105;2157;2718;NA;NA;NA;NA
"382";13104;1;10911;13412;"OWNER";"0";45;7220;1994-07-28;131292;36;3647;1;227,72619047619;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"383";13139;13;10940;13447;"OWNER";"1";29;7226;1994-02-23;197748;36;5493;1;249,863095238095;"Rakovnik";"central Bohemia";53921;61;22;1;1;2;"41.3";8598;"2.77";"3.26";123;1597;1875;NA;NA;NA;NA
"384";13140;13;10940;13448;"DISPONENT";"0";30;7226;1994-02-23;197748;36;5493;1;249,863095238095;"Rakovnik";"central Bohemia";53921;61;22;1;1;2;"41.3";8598;"2.77";"3.26";123;1597;1875;NA;NA;NA;NA
"385";13143;44;10942;13451;"OWNER";"1";43;7227;1995-10-02;314520;60;5242;1;166,14880952381;"Chrudim";"east Bohemia";105606;77;26;7;2;7;"53.0";8254;"2.79";"3.76";97;2166;2325;NA;NA;NA;NA
"386";13172;16;10963;13480;"OWNER";"0";45;7233;1996-12-25;115812;36;3217;1;101,857142857143;"Jindrichuv Hradec";"south Bohemia";93931;74;21;10;1;8;"56.9";8427;"1.12";"1.54";107;1874;1913;NA;NA;NA;NA
"387";13182;18;10973;13490;"OWNER";"1";29;7235;1993-10-13;154416;48;3217;1;268,863095238095;"Pisek";"south Bohemia";70699;60;13;2;1;4;"65.3";8968;"2.83";"3.35";131;1740;1910;NA;NA;NA;NA
"388";13231;63;11013;13539;"OWNER";"0";20;7240;1993-09-06;274740;60;4579;1;274,154761904762;"Vyskov";"south Moravia";86513;38;36;5;1;5;"50.5";8288;"3.79";"4.52";110;1562;1460;NA;NA;NA;NA
"389";13240;1;11021;13548;"OWNER";"0";23;7241;1995-03-04;168984;24;7041;-1;196,434523809524;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"390";13268;72;11042;13576;"OWNER";"0";24;7243;1995-12-04;217152;36;6032;1;157,14880952381;"Olomouc";"north Moravia";226122;32;50;7;4;4;"62.6";8994;"3.80";"4.79";110;9672;9208;1225;"classic";1995-11-22;158,863095238095
"391";13282;59;11054;13590;"OWNER";"0";21;7246;1996-08-20;148920;60;2482;1;120,005952380952;"Kromeriz";"south Moravia";108871;41;29;7;2;6;"62.1";8444;"3.24";"3.47";106;2595;2305;NA;NA;NA;NA
"392";13295;46;11065;13603;"OWNER";"0";57;7249;1994-06-12;69360;48;1445;1;234,297619047619;"Nachod";"east Bohemia";112709;48;20;7;3;10;"73.5";8369;"1.79";"2.31";117;2854;2618;NA;NA;NA;NA
"393";13349;59;11111;13657;"OWNER";"1";36;7259;1994-01-31;108144;36;3004;1;253,14880952381;"Kromeriz";"south Moravia";108871;41;29;7;2;6;"62.1";8444;"3.24";"3.47";106;2595;2305;NA;NA;NA;NA
"394";13350;59;11111;13658;"DISPONENT";"0";42;7259;1994-01-31;108144;36;3004;1;253,14880952381;"Kromeriz";"south Moravia";108871;41;29;7;2;6;"62.1";8444;"3.24";"3.47";106;2595;2305;NA;NA;NA;NA
"395";13379;75;11135;13687;"OWNER";"0";39;7262;1994-03-01;182628;36;5073;1;249,005952380952;"Prerov";"north Moravia";138032;67;30;4;2;5;"64.6";8819;"5.38";"5.66";99;4063;4505;NA;NA;NA;NA
"396";13382;70;11138;13690;"OWNER";"0";36;7263;1996-01-19;89880;24;3745;1;150,577380952381;"Karvina";"north Moravia";285387;0;2;8;5;7;"89.9";10177;"6.63";"7.75";81;9878;10108;NA;NA;NA;NA
"397";13442;12;11186;13750;"OWNER";"1";18;7271;1996-10-02;392460;60;6541;1;113,863095238095;"Pribram";"central Bohemia";107870;84;29;6;1;6;"58.0";8754;"3.83";"4.31";137;3804;3868;NA;NA;NA;NA
"398";13443;12;11186;13751;"DISPONENT";"0";19;7271;1996-10-02;392460;60;6541;1;113,863095238095;"Pribram";"central Bohemia";107870;84;29;6;1;6;"58.0";8754;"3.83";"4.31";137;3804;3868;NA;NA;NA;NA
"399";13537;15;11265;13845;"OWNER";"0";26;7284;1993-09-15;52788;12;4399;1;272,869047619048;"Cesky Krumlov";"south Bohemia";58796;22;16;7;1;5;"51.9";9045;"3.13";"3.60";124;1845;1879;NA;NA;NA;NA
"400";13647;1;11349;13955;"OWNER";"1";53;7304;1995-10-29;419880;60;6998;1;162,291666666667;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"401";13648;1;11349;13956;"DISPONENT";"0";56;7304;1995-10-29;419880;60;6998;1;162,291666666667;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;"100.0";12541;"0.29";"0.43";167;85677;99107;NA;NA;NA;NA
"402";13660;61;11359;13968;"OWNER";"0";31;7305;1996-08-06;54024;12;4502;1;122,005952380952;"Trebic";"south Moravia";117897;139;28;5;1;6;"53.8";8814;"4.76";"5.74";107;2112;2059;1247;"classic";1995-06-13;182,011904761905
"403";13663;67;11362;13971;"OWNER";"1";36;7308;1996-12-27;129408;24;5392;1;101,571428571429;"Bruntal";"north Moravia";106054;38;25;6;2;6;"63.1";8110;"5.77";"6.55";109;3244;3079;NA;NA;NA;NA
